                                                  review  stars
9482   "I am telling you I don't think I ever really ...    5.0
9483   "Great consistent quality of food & service. T...    5.0
9484   "Ordered takeout via Ubereats. Good food. Reas...    5.0
9485   "Lived here for 5 years, ate out 700 times (ok...    3.0
9486   "I eat there at least three times a week. Neve...    5.0
9487   "Pretty good!  Stopped for lunch, had Governor...    4.0
9488   "Crap service. I placed a delivery order and t...    1.0
9489   "Fancy food minus the full-on pretentious envi...    5.0
9490   "Es war super! Das Essen ist klasse. Ich hatte...    5.0
9491   "i only went to this restaurant once and i mus...    4.0
9492   "Jane was really good. Cocktails were good and...    4.0
9493   "This place is basically a concession stand . ...    1.0
9494   "I ate at the Old world Buffet only once befor...    3.0
9495   "Did i mention this place is AMAZING!!!  If yo...    5.0
9496   "As for someone from the bay area, it's quite ...    5.0
9497   "3.759- I know people love this place, but I t...    3.0
9498   "I don't really have many bad things to say ab...    4.0
9499   "This place is great - we come here often as i...    4.0
9500   "I have spent many a hazy day at Postino's. Wh...    4.0
9501   "Great food where the locals go!  Even better ...    5.0
9502   "This is one of my family's favorite restauran...    5.0
9503   "Hands down the fried chicken is cooked to utt...    4.0
9504   "There's two sides to Boca Park. You have what...    4.0
9505   "I consulted Jeff regarding a property on 10th...    3.0
9506   "This place has a great atmosphere and delicio...    5.0
9507   "I'd give this place no stars if possible. Fis...    1.0
9508   "Being Persian and having been fortunate enoug...    1.0
9509   "Tried it once, I'm going back to Roberto's ri...    5.0
9510   "Eteaket needs to step up its game.. . We head...    4.0
9511   "GREASY GRUBS GALORE! Be prepared to feel insa...    5.0
9512   "Go to spot for sports watching, lots of TVs e...    4.0
9513   "Livers, livers, livers. So good and crunchy!!...    4.0
9514   "We thoroughly enjoyed our meals.  The menu is...    5.0
9515   "This place was great!  Great food, cocktails,...    5.0
9516   "Really great sushi.  Everything taste fresh. ...    5.0
9517   "What can I say that hasn't already been said ...    4.0
9518   "10 of us dined here a few weeks ago and were ...    5.0
9519   "My husband and I tried Wildfish Seafood Grill...    5.0
9520   "Went for the Teppanyaki on Mother's day becau...    4.0
9521   "Best Carne Asada burros on this side of town ...    4.0
9522   "I used to work at an Arby's years ago so it i...    4.0
9523   "A cozy neighborhood favourite of mine.   Love...    5.0
9524   "We placed an order for pickup last Saturday n...    1.0
9525   "$3 tacos.  Good atmosphere, and really good t...    4.0
9526   "This place has the makings of a 5-star favori...    4.0
9527   "Fuzzy's is my favorite place to eat in Madiso...    5.0
9528   "Best pizza I've had in Las Vegas yet. I got t...    5.0
9529   "I have gone to Smash Kitchen twice, and both ...    5.0
9530   "This was our first stop in Toronto after gett...    4.0
9531   "Most pathetic and disgusting customer service...    1.0
9532   "Ordered rassam soup, masala dosa, plain uttap...    5.0
9533   "Really tasty halibut and chips! Eat in if you...    4.0
9534   "The ambience is trendy, modern, and slightly ...    4.0
9535   "This was by far my favorite restaurant during...    5.0
9536   "Came here today for the first time. The servi...    4.0
9537   "Japango is such a little hidden gem that I am...    5.0
9538   "$16 steak sandwich is really hard to beat. Lo...    5.0
9539   "I gave one star because it won't allow me to ...    1.0
9540   "I built a custom spicy burger and it did not ...    4.0
9541   "Typically, for the 4th of July, most people h...    4.0
9542   "We are so glad one of our beloved Korean heal...    4.0
9543   "Great place for a group party, but even with ...    4.0
9544   "Finally went to Butcher and the Rye last nigh...    4.0
9545   "Had the Philly Chicken, it was really good. I...    5.0
9546   "The owner was really friendly and fun to talk...    4.0
9547   "I love this place. The chicken, andouille sau...    5.0
9548   "We headed over to Postino East after a long m...    5.0
9549   "Ugh. Just, ugh.. . Avoid eating here. . . We ...    2.0
9550   "I've been to Lazy Joe's a handful of times an...    4.0
9551   "The food was excellent. Great pulled pork san...    5.0
9552   "Awesome  place!  nice comfortable  staff is g...    5.0
9553   "I came here over the holidays when they were ...    4.0
9554   "This is where I am eating again TONIGHT for m...    5.0
9555   "Pancakes are very good but as for everything ...    1.0
9556   "This is a place to go to enjoy one of the few...    4.0
9557   "I stopped at Most Wanted Taco as I passed thr...    4.0
9558   "Carston from Palazzo's Laguna bar sent us her...    4.0
9559   "I'll start by saying, i am not a fan of steak...    5.0
9560   "This restaurant is tucked away in a very hidd...    4.0
9561   "I am a huge Top Chef fan & foodie so we decid...    5.0
9562   "This is my favorite place. Best sushi outside...    5.0
9563   "Amazing food. Chicken salad sandwich was very...    5.0
9564   "Add another location to my favorite Roy's Res...    5.0
9565   "Pizza was not fresh. Chicken from the chicken...    5.0
9566   "its a alright place servers are wonderful but...    5.0
9567   "They have a pretty nice menu. You can get som...    4.0
9568   "Great food and drinks! I also love the atmosp...    5.0
9569   "First I will say this was not a restaurant I ...    4.0
9570   "Worried about the decline at Fate? Worry no m...    4.0
9571   "This specific location is all about the servi...    1.0
9572   "Had such a wonderful memorable experience her...    5.0
9573   "We enjoy the urban feel of this little restau...    5.0
9574   "Coming from Asian background I won't and can'...    4.0
9575   "I love everything about this place! The food,...    5.0
9576   "Only into for one day and our hotel concierge...    4.0
9577   "I'm Japanese, so I've had a lot of Japanese f...    5.0
9578   "Do not get Lunch box. The katsu was dry. Frui...    2.0
9579   "My friend suggested we meet up at Chompie's e...    4.0
9580   "Excellent hospitality and food. The owner is ...    5.0
9581   "What happened to this place?. . The Bottlesho...    4.0
9582   "Good food and great portions. They keep the f...    4.0
9583   "I like this place, all of the sandwiches are ...    4.0
9584   "This place is awesome.  I love how laid back ...    5.0
9585   "lots of parking so don't worry about it...par...    5.0
9586   "My husband and I were in town and come across...    1.0
9587   "Outstanding.  My favorite dishes are Kik Alit...    5.0
9588   "I feel like I'm being generous with my three ...    2.0
9589   "Excellent choice while in Vegas. Friendly sta...    5.0
9590   "So glad we found this place! Everything was f...    5.0
9591   "Based on high ratings I really was excited to...    3.0
9592   "I quite often go to this Pizza Express, with ...    4.0
9593   "This is a dark, old, and really nothing speci...    3.0
9594   "This place is great!  Huge portions, great se...    5.0
9595   "I just returned from 7 having been recommende...    1.0
9596   "We love Beefs!  Great for families and wonder...    5.0
9597   "Best Ruben in Pittsburgh!! Such a beautiful p...    5.0
9598   "I was in the area with a friend on a Sunday a...    1.0
9599   "Never in my life have I written any sort of r...    5.0
9600   "This place rocks for many reasons. The macaro...    5.0
9601   "Delicious breakfast that reminds me of Hawaii...    5.0
9602   "I ordered the Churro cheese burger. In the ph...    4.0
9603   "The staff is quick. . The bowls are a decent ...    4.0
9604   "I've been to both the Mill Ave. and Ray Rd. L...    4.0
9605   "Cute little diner right in the middle of the ...    5.0
9606   "Went to this place for lunch. Had a 2 combo m...    1.0
9607   "Pho is one my favourite foods.  I love pho's ...    5.0
9608   "By far thee most disgusting "asian" food I've...    1.0
9609   "Enjoyed the steak as it was cooked to perfect...    5.0
9610   "Wow, with the exception of Hong Kong, I have ...    5.0
9611   "My husband and I ate here while on a business...    5.0
9612   "I really like Cibo especially because of the ...    4.0
9613   "Expensive but very pleasurable buffet. Consid...    5.0
9614   "This is not a restaurant,  it's a catering co...    5.0
9615   "The atmosphere was clean and bright, which I ...    2.0
9616   "Had the food for delivery. We got the chicken...    5.0
9617   "I would give no stars if it were a choice. Ra...    1.0
9618   "This Place Has Delicious Burgers and Decent F...    4.0
9619   "On my first visit, I tried the 5 street tacos...    5.0
9620   "Ein gutes Restaurant mit abwechslungsreicher ...    4.0
9621   "Good happy hour prices and the girls aren't p...    3.0
9622   "Went for lunch  closed   All signs are off th...    1.0
9623   "I first tried Edgar's Tacos the day I returne...    5.0
9624   "Easily, a Madison favorite on the Square (gre...    4.0
9625   "My family and I were so pleased with the serv...    5.0
9626   "I can't praise Akita Sushi enough. The locati...    5.0
9627   "One of the better buffets in Vegas. Good/expa...    5.0
9628   "This place is great.  I had the chicken shawa...    5.0
9629   "Tried out this place because of the great rev...    4.0
9630   "Very very delicious. The atmosphere is louder...    4.0
9631   "On New Year's Day, my family and I came here ...    4.0
9632   "Dined twice last week. First, was breakfast o...    5.0
9633   "Great food for a good price. The staff is fri...    4.0
9634   "This place has some good yakitori like beef t...    4.0
9635   "I've only ever had the tea here.. . We came i...    5.0
9636   "I'm not really a Vegas Strip kinda guy. I'm a...    5.0
9637   "Nothing special except that it's filled with ...    3.0
9638   "This place has great pizza & good drink speci...    4.0
9639   "We ate at Baci Italian Bristro last Wednesday...    5.0
9640   "As a fan of both cheap authentic Mexican and ...    4.0
9641   "They have messed up my take out order on seve...    1.0
9642   "Just a word of friendly advice: you may devel...    4.0
9643   "Spent an early morn-afternoon on the comfy le...    4.0
9644   "Went here last night for dinner. It was prett...    3.0
9645   "Love this local Tempe favorite. Affordable gr...    5.0
9646   "Seems like a pretty cool place.  The one time...    4.0
9647   "We came at 7 50 am to beat the crowd. It was ...    3.0
9648   "I don't always post comments on Yelp, but whe...    5.0
9649   "Came here again for lunch today.  Just realiz...    4.0
9650   "There shouldnt be any bad reviews for this pl...    5.0
